213912109@@locojoy,6265,246,298,2
214340250@@locojoy,989,246,298,2
214346230@@locojoy,1848,232,279,2
213045924@@locojoy,738,232,276,2
211931745@@locojoy,121,230,264,2
213534922@@locojoy,4022,228,266,2
203401066@@locojoy,2617,228,313,2
214348055@@locojoy,4721,226,251,2
214345552@@locojoy,99,224,258,2
214049347@@locojoy,2346,214,250,2
214346960@@locojoy,3387,204,286,2
213140479@@locojoy,536,204,242,2
214348807@@locojoy,5369,204,286,2
213016507@@locojoy,1618,204,286,2
214346116@@locojoy,1453,204,286,2
214342900@@locojoy,1813,204,219,2
214056015@@locojoy,231,204,286,2
214349367@@locojoy,5750,204,286,2
214086104@@locojoy,2785,202,246,2
212913534@@locojoy,6272,202,246,2
214352711@@locojoy,6830,202,246,2
214352816@@locojoy,6849,202,246,2
214701688@@locojoy,11121,202,246,2
214341450@@locojoy,4495,202,246,2
214344515@@locojoy,4432,202,246,2
214342959@@locojoy,70,198,280,2
213270521@@locojoy,595,198,280,2
214347131@@locojoy,3625,198,280,2
214368307@@locojoy,8155,180,207,2
214346287@@locojoy,2088,162,177,2
208265395@@locojoy,7385,158,186,2
208266622@@locojoy,5630,158,169,2
213860013@@locojoy,7715,154,184,2
214348979@@locojoy,5511,150,174,2
208157858@@locojoy,2010,150,159,2
214347174@@locojoy,3699,146,163,2
214345306@@locojoy,197,140,154,2
200480646@@locojoy,6407,128,153,2
214403840@@locojoy,10522,128,153,2
214342208@@locojoy,1792,128,153,2
214339162@@locojoy,1724,128,153,2
214343230@@locojoy,258,128,153,2
214341613@@locojoy,171,116,130,2
214348660@@locojoy,5238,116,138,2
214347726@@locojoy,4340,116,130,2
214351354@@locojoy,6518,112,128,2
214341866@@locojoy,2308,110,121,2
214395766@@locojoy,9524,110,124,2
214349898@@locojoy,6003,110,132,2
214342323@@locojoy,1681,110,124,2
214341211@@locojoy,2134,108,117,2
214346755@@locojoy,3098,104,126,2
214198574@@locojoy,8451,104,126,2
207534422@@locojoy,8555,104,126,2
213527936@@locojoy,4945,104,126,2
214355651@@locojoy,7338,104,126,2
200008704@@locojoy,2161,104,126,2
214347344@@locojoy,3948,104,126,2
214350316@@locojoy,6183,104,126,2
212637020@@locojoy,6884,104,126,2
214394363@@locojoy,9168,104,126,2
212901232@@locojoy,6192,104,126,2
214339096@@locojoy,1644,104,126,2
213018686@@locojoy,1403,104,126,2
213171814@@locojoy,225,104,126,2
214340809@@locojoy,5604,104,126,2
214339423@@locojoy,1328,104,126,2
213082560@@locojoy,8479,104,115,2
202830138@@locojoy,3614,104,126,2
203354605@@locojoy,2433,104,126,2
213428284@@locojoy,8937,104,126,2
211158119@@locojoy,2903,104,126,2
214345606@@locojoy,242,104,126,2
214347695@@locojoy,4312,104,126,2
213185944@@locojoy,3785,104,126,2
213400964@@locojoy,10843,104,126,2
212039312@@locojoy,1638,104,126,2
214404836@@locojoy,10566,102,111,2
214358139@@locojoy,7680,102,111,2
202853010@@locojoy,416,100,116,2
214174203@@locojoy,1220,100,116,2
213204501@@locojoy,5956,98,120,2
200262944@@locojoy,6469,98,120,2
214339646@@locojoy,7389,98,120,2
214343512@@locojoy,1816,98,120,2
212933727@@locojoy,8286,98,120,2
214339581@@locojoy,245,98,120,2
214393676@@locojoy,8569,98,120,2
212917175@@locojoy,1474,98,120,2
214394077@@locojoy,8984,98,120,2
213006301@@locojoy,1499,98,120,2
211410289@@locojoy,965,98,120,2
214394127@@locojoy,9029,98,120,2
213195986@@locojoy,6657,98,120,2
214346314@@locojoy,2120,98,120,2
213795130@@locojoy,8656,98,120,2
202155028@@locojoy,7865,98,120,2
200061222@@locojoy,3176,98,120,2
200000148@@locojoy,256,98,120,2
200022244@@locojoy,3765,98,120,2
212985566@@locojoy,246,98,120,2
214342600@@locojoy,991,98,120,2
214394276@@locojoy,9127,92,103,2
214345824@@locojoy,705,90,99,2
200019057@@locojoy,3514,90,96,2
214350564@@locojoy,6273,90,96,2
202501475@@locojoy,10743,86,97,2
213460826@@locojoy,8185,86,97,2
203033060@@locojoy,3264,86,97,2
212907476@@locojoy,3823,86,97,2
214343434@@locojoy,6251,86,97,2
212953712@@locojoy,2274,84,90,2
207653395@@locojoy,4883,80,91,2
214354623@@locojoy,7206,80,91,2
212637958@@locojoy,5636,80,91,2
213187697@@locojoy,9952,80,91,2
200013038@@locojoy,223,78,84,2
214345290@@locojoy,186,78,84,2
214345264@@locojoy,193,72,78,2
213218541@@locojoy,1048,66,72,2
212918125@@locojoy,1878,66,72,2
214348116@@locojoy,4794,66,72,2
214372014@@locojoy,8248,66,72,2
214346307@@locojoy,2142,62,70,2
200048125@@locojoy,3588,62,70,2
212903324@@locojoy,10937,62,70,2
208239425@@locojoy,493,60,66,2
205624457@@locojoy,3238,60,63,2
212045920@@locojoy,195,60,66,2
214346376@@locojoy,2396,60,66,2
208263518@@locojoy,1399,60,66,2
214340133@@locojoy,2518,60,66,2
214348197@@locojoy,4869,60,63,2
214032408@@locojoy,3659,56,64,2
214347095@@locojoy,3813,56,64,2
214339284@@locojoy,588,56,64,2
200019164@@locojoy,6950,56,64,2
214340505@@locojoy,973,56,64,2
204995010@@locojoy,3309,56,64,2
213182414@@locojoy,2583,56,64,2
214395973@@locojoy,9592,56,64,2
214255921@@locojoy,1670,56,64,2
214342918@@locojoy,3620,56,64,2
214340223@@locojoy,5352,50,58,2
214387414@@locojoy,10037,50,58,2
212935030@@locojoy,6260,50,58,2
214346524@@locojoy,2696,50,58,2
213203856@@locojoy,474,50,58,2
214392816@@locojoy,8523,50,58,2
214396134@@locojoy,9629,50,58,2
212931785@@locojoy,7447,50,58,2
214507024@@locojoy,11071,50,58,2
213292308@@locojoy,2849,50,58,2
214341025@@locojoy,3524,50,58,2
214370448@@locojoy,8209,50,58,2
212935878@@locojoy,4705,50,58,2
214346185@@locojoy,1779,48,51,2
214344384@@locojoy,3321,48,51,2
214401535@@locojoy,10330,48,51,2
200141047@@locojoy,7827,42,45,2
214340233@@locojoy,2606,42,45,2
214347017@@locojoy,3462,42,45,2
200090494@@locojoy,7781,36,39,2
214393715@@locojoy,8625,36,39,2
213561832@@locojoy,2169,36,39,2
212915555@@locojoy,1550,36,39,2
214348599@@locojoy,5196,36,39,2
212931840@@locojoy,2428,36,39,2
213161006@@locojoy,1871,36,39,2
201951115@@locojoy,5850,36,39,2
214348287@@locojoy,5049,36,39,2
212948137@@locojoy,5554,36,39,2
214339812@@locojoy,4686,36,39,2
214339209@@locojoy,1253,36,39,2
214346276@@locojoy,2121,36,39,2
212895153@@locojoy,6195,36,39,2
214347915@@locojoy,4573,36,39,2
200019085@@locojoy,1291,36,39,2
202717497@@locojoy,9803,36,39,2
212952459@@locojoy,648,36,39,2
214347389@@locojoy,3987,36,39,2
211151208@@locojoy,2375,36,39,2
201464138@@locojoy,835,36,39,2
214394002@@locojoy,8915,36,39,2
212913967@@locojoy,8571,36,39,2
214345543@@locojoy,87,36,39,2
212899808@@locojoy,1400,36,39,2
200837065@@locojoy,2484,36,39,2
214346371@@locojoy,2352,36,39,2
212909319@@locojoy,1064,36,39,2
214339428@@locojoy,1242,36,39,2
200027381@@locojoy,43,30,33,2
212906139@@locojoy,8562,30,33,2
201759092@@locojoy,8606,30,33,2
205122080@@locojoy,26,30,33,2
214393814@@locojoy,8714,30,33,2
208081926@@locojoy,10390,30,33,2
214173220@@locojoy,124,30,33,2
214343289@@locojoy,1229,30,33,2
207833578@@locojoy,10833,30,33,2
208270106@@locojoy,8783,30,33,2
203642904@@locojoy,4110,30,33,2
213528652@@locojoy,3942,30,33,2
214345845@@locojoy,736,30,33,2
214358632@@locojoy,7752,30,33,2
212917749@@locojoy,2954,30,33,2
214339658@@locojoy,163,30,33,2
212920037@@locojoy,9252,30,33,2
213461428@@locojoy,1202,30,33,2
214349161@@locojoy,5624,30,33,2
214356095@@locojoy,7419,30,33,2
212910229@@locojoy,10644,30,33,2
214343275@@locojoy,1258,30,33,2
214347904@@locojoy,4547,30,33,2
214408670@@locojoy,10663,30,33,2
207107322@@locojoy,47,30,33,2
214396491@@locojoy,9701,30,33,2
214347907@@locojoy,4586,30,33,2
211332753@@locojoy,8035,30,33,2
214346253@@locojoy,2037,30,33,2
200467803@@locojoy,5271,30,33,2
202563534@@locojoy,2228,30,33,2
214354708@@locojoy,7496,30,33,2
212506888@@locojoy,10938,30,33,2
214346826@@locojoy,3185,30,33,2
213258333@@locojoy,4125,30,33,2
214348459@@locojoy,5985,30,33,2
214345999@@locojoy,1174,30,33,2
207885204@@locojoy,7449,30,33,2
212968949@@locojoy,2863,30,33,2
213281353@@locojoy,6238,30,33,2
214397582@@locojoy,10391,30,33,2
213554212@@locojoy,8724,30,33,2
214356852@@locojoy,7515,30,33,2
213207371@@locojoy,5301,30,33,2
214394721@@locojoy,9308,30,33,2
201427645@@locojoy,3094,30,33,2
214344790@@locojoy,1233,30,33,2
212947132@@locojoy,4578,30,33,2
212031889@@locojoy,1462,30,33,2
214341375@@locojoy,1261,30,33,2
213228695@@locojoy,4414,30,33,2
213936836@@locojoy,1568,30,33,2
214351611@@locojoy,6651,30,33,2
214399801@@locojoy,10181,30,33,2
214339828@@locojoy,1294,30,33,2
205097179@@locojoy,1208,30,33,2
214339186@@locojoy,693,30,30,2
212317364@@locojoy,5011,30,33,2
202509450@@locojoy,28,30,33,2
208273204@@locojoy,2234,30,33,2
214346735@@locojoy,3029,30,33,2
201829215@@locojoy,9090,30,33,2
212986345@@locojoy,668,30,33,2
214267985@@locojoy,4035,30,33,2
213000805@@locojoy,3960,30,33,2
214435804@@locojoy,10934,30,30,2
213187918@@locojoy,1444,30,33,2
205609520@@locojoy,689,30,33,2
214349404@@locojoy,5757,30,33,2
212932357@@locojoy,3070,30,30,2
214346255@@locojoy,2841,30,33,2
212089058@@locojoy,3745,30,33,2
202905235@@locojoy,1684,30,33,2
214397359@@locojoy,10535,30,33,2
213019263@@locojoy,1687,30,33,2
214345844@@locojoy,733,30,33,2
202207887@@locojoy,2713,30,33,2
202876665@@locojoy,7110,30,30,2
214339144@@locojoy,2079,30,33,2
214339867@@locojoy,1336,30,33,2
211531320@@locojoy,4760,30,33,2
212908346@@locojoy,3147,30,33,2
214345615@@locojoy,262,30,33,2
208249346@@locojoy,178,30,33,2
214043185@@locojoy,238,30,33,2
202989061@@locojoy,9858,30,33,2
201480409@@locojoy,839,30,33,2
214210060@@locojoy,951,30,33,2
214453200@@locojoy,11015,30,33,2
213249656@@locojoy,4776,30,33,2
214278288@@locojoy,6544,30,33,2
213242714@@locojoy,7274,30,33,2
214346427@@locojoy,2596,30,33,2
202124530@@locojoy,1658,30,33,2
200001493@@locojoy,4666,30,33,2
200091750@@locojoy,10417,30,33,2
200234253@@locojoy,3395,30,33,2
208529331@@locojoy,1145,30,33,2
202277831@@locojoy,1856,30,30,2
213136001@@locojoy,2776,30,33,2
214355041@@locojoy,7241,30,33,2
200741010@@locojoy,1415,30,33,2
212900304@@locojoy,327,30,33,2
214339850@@locojoy,372,30,33,2
214339761@@locojoy,1972,30,33,2
202089211@@locojoy,10165,30,33,2
200207282@@locojoy,709,24,24,2
214351377@@locojoy,6523,24,24,2
214346406@@locojoy,2463,24,24,2
214061989@@locojoy,1895,24,24,2
214350734@@locojoy,6317,24,24,2
202288000@@locojoy,4322,24,24,2
214339741@@locojoy,1690,24,24,2
214214623@@locojoy,8731,18,18,2
213288171@@locojoy,4194,18,18,2
212912359@@locojoy,8233,18,18,2
202277393@@locojoy,1660,18,18,2
211528210@@locojoy,324,12,12,2
214346710@@locojoy,3035,12,12,2
213127846@@locojoy,10728,12,12,2
212972381@@locojoy,2952,12,12,2
214347653@@locojoy,4320,12,12,2
203329322@@locojoy,6095,12,12,2
214360854@@locojoy,7918,12,12,2
214350767@@locojoy,6672,12,12,2
214350173@@locojoy,11177,12,12,2
212898869@@locojoy,382,12,12,2
214347815@@locojoy,4468,12,12,2
212955314@@locojoy,9961,12,12,2
214346033@@locojoy,1342,12,12,2
214086693@@locojoy,5844,12,12,2
214394791@@locojoy,9357,12,12,2
214226664@@locojoy,2149,12,12,2
213188459@@locojoy,1156,12,12,2
214398458@@locojoy,10043,12,12,2
214346841@@locojoy,3184,12,12,2
214424370@@locojoy,10862,12,12,2
212948854@@locojoy,637,12,12,2
212997749@@locojoy,10834,12,12,2
206363750@@locojoy,192,12,12,2
214353192@@locojoy,6936,12,12,2
214346446@@locojoy,2542,12,12,2
213255718@@locojoy,4496,12,12,2
214359059@@locojoy,7792,12,12,2
200576857@@locojoy,9126,12,12,2
213933253@@locojoy,8545,6,6,2
201936140@@locojoy,3895,6,6,2
214341698@@locojoy,4397,6,6,2
214345894@@locojoy,869,6,6,2
214713155@@locojoy,11137,6,6,2
202463009@@locojoy,2968,6,6,2
212917441@@locojoy,9673,6,6,2
214393847@@locojoy,8757,6,6,2
214352228@@locojoy,6723,6,6,2
212898727@@locojoy,6887,6,6,2
214394008@@locojoy,8924,6,6,2
212904531@@locojoy,5880,6,6,2
214394265@@locojoy,9116,6,6,2
214407455@@locojoy,10630,6,6,2
214412718@@locojoy,10749,6,6,2
212935238@@locojoy,343,6,6,2
213204791@@locojoy,3952,6,6,2
214354805@@locojoy,7215,6,6,2
211408210@@locojoy,320,6,6,2
208262229@@locojoy,3634,6,6,2
214342805@@locojoy,7149,6,6,2
214339403@@locojoy,476,6,6,2
214349805@@locojoy,5971,6,6,2
214340833@@locojoy,4296,6,6,2
214342223@@locojoy,643,6,6,2
212947921@@locojoy,3570,6,6,2
200025991@@locojoy,7678,6,6,2
200020902@@locojoy,2480,6,6,2
213405463@@locojoy,9897,6,6,2
214349408@@locojoy,5763,6,6,2
214348519@@locojoy,5129,6,6,2
214341228@@locojoy,5639,6,6,2
214357882@@locojoy,7654,6,6,2
201027295@@locojoy,10468,6,6,2
212929961@@locojoy,11007,6,6,2
214339587@@locojoy,1472,6,6,2
214345972@@locojoy,1031,6,6,2
214049159@@locojoy,29,6,6,2
214153494@@locojoy,128,6,6,2
214349010@@locojoy,5529,6,6,2
211266737@@locojoy,8959,6,6,2
208286167@@locojoy,2719,6,6,2
214249736@@locojoy,6833,6,6,2
214346362@@locojoy,8218,6,6,2
207097901@@locojoy,442,6,6,2
214349173@@locojoy,5631,6,6,2
213221948@@locojoy,2338,6,6,2
213378375@@locojoy,3265,6,6,2
202379701@@locojoy,9846,6,6,2
200022951@@locojoy,5803,6,6,2
201928570@@locojoy,4289,6,6,2
212938732@@locojoy,5334,6,6,2
213189217@@locojoy,1588,6,6,2
214358797@@locojoy,7765,6,6,2
214341386@@locojoy,1803,6,6,2
214345616@@locojoy,913,6,6,2
212900605@@locojoy,8918,6,6,2
214339448@@locojoy,1014,6,6,2
201523076@@locojoy,4568,6,6,2
202103682@@locojoy,8203,6,6,2
214339734@@locojoy,3216,6,6,2
213205460@@locojoy,155,6,6,2
213256661@@locojoy,5836,6,6,2
201025456@@locojoy,3128,6,6,2
211944345@@locojoy,6802,6,6,2
214443604@@locojoy,10982,6,6,2
214348935@@locojoy,5472,6,6,2
213219075@@locojoy,3424,6,6,2
213414172@@locojoy,10720,6,6,2
214108480@@locojoy,1640,6,6,2
214347050@@locojoy,3526,6,6,2
200226259@@locojoy,803,6,6,2
200697074@@locojoy,1193,6,6,2
201768135@@locojoy,3239,6,6,2
207159246@@locojoy,2099,6,6,2
214354677@@locojoy,7191,6,6,2
213238047@@locojoy,10215,6,6,2
214347632@@locojoy,4281,6,6,2
214339039@@locojoy,4476,6,6,2
212930942@@locojoy,2910,6,6,2
214346767@@locojoy,3074,6,6,2
213284999@@locojoy,1222,6,6,2
212920987@@locojoy,8142,6,6,2
200527319@@locojoy,6311,6,6,2
214402233@@locojoy,10408,6,6,2
214339944@@locojoy,391,6,6,2
213011399@@locojoy,10118,6,6,2
200008781@@locojoy,259,6,6,2
212929058@@locojoy,1272,6,6,2
211432964@@locojoy,3592,6,6,2
200870434@@locojoy,4451,6,6,2
214346582@@locojoy,2859,6,6,2
212904023@@locojoy,9489,6,6,2
214342885@@locojoy,1327,6,6,2
200118526@@locojoy,9424,6,6,2
214347064@@locojoy,3538,6,6,2
212904678@@locojoy,10115,6,6,2
214345842@@locojoy,730,6,6,2
212897092@@locojoy,4587,6,6,2
214396856@@locojoy,9771,6,6,2
214397424@@locojoy,9865,6,6,2
212899870@@locojoy,9613,6,6,2
214347388@@locojoy,3988,6,6,2
214367907@@locojoy,8149,6,6,2
206254818@@locojoy,10966,6,6,2
212908555@@locojoy,4773,6,6,2
213529884@@locojoy,5276,6,6,2
214062048@@locojoy,1420,6,6,2
212916226@@locojoy,1883,6,6,2
214345852@@locojoy,729,6,6,2
213186850@@locojoy,545,6,6,2
212936500@@locojoy,10703,6,6,2
214346365@@locojoy,2291,6,6,2
212622346@@locojoy,8898,6,6,2
214345930@@locojoy,935,6,6,2
214345797@@locojoy,624,6,6,2
214393911@@locojoy,8822,6,6,2
202382660@@locojoy,3119,6,6,2
212921985@@locojoy,4028,6,6,2
212906110@@locojoy,2971,6,6,2
214401675@@locojoy,10341,6,6,2
214346679@@locojoy,2956,6,6,2
214403006@@locojoy,10463,6,6,2
202838906@@locojoy,3739,6,6,2
212969660@@locojoy,8836,6,6,2
212907879@@locojoy,2888,6,6,2
214214959@@locojoy,1082,6,6,2
214346963@@locojoy,3403,6,6,2
214348779@@locojoy,5341,6,6,2
214347528@@locojoy,4353,6,6,2
207961145@@locojoy,4750,6,6,2
211429295@@locojoy,776,6,6,2
212287528@@locojoy,298,6,6,2
212978323@@locojoy,319,6,6,2
213256719@@locojoy,5783,6,6,2
213258675@@locojoy,10112,6,6,2
213179254@@locojoy,9118,6,6,2
213193302@@locojoy,3263,6,6,2
213531051@@locojoy,977,6,6,2
214007080@@locojoy,62,6,6,2
214345417@@locojoy,4475,6,6,2
214349304@@locojoy,5715,6,6,2
214347996@@locojoy,4915,6,6,2
201952417@@locojoy,2642,6,6,2
200304607@@locojoy,2983,6,6,2
206412005@@locojoy,4061,6,6,2
212967415@@locojoy,3609,6,6,2
201572005@@locojoy,593,6,6,2
200112566@@locojoy,4904,6,6,2
213493900@@locojoy,6934,6,6,2
202096745@@locojoy,11051,6,6,2
211927324@@locojoy,5796,6,6,2
212964381@@locojoy,8000,6,6,2
201317293@@locojoy,9415,6,6,2
214341325@@locojoy,6763,6,6,2
214347367@@locojoy,3967,6,6,2
214394348@@locojoy,9175,6,6,2
214395464@@locojoy,9491,6,6,2
214347887@@locojoy,4529,6,6,2
214059771@@locojoy,2836,6,6,2
214345175@@locojoy,2072,6,6,2
212332568@@locojoy,6951,6,6,2
214389140@@locojoy,8497,6,6,2
212946155@@locojoy,6846,6,6,2
200411041@@locojoy,10419,6,6,2
214346987@@locojoy,3411,6,6,2
214358040@@locojoy,7673,6,6,2
214343792@@locojoy,2324,6,6,2
214394643@@locojoy,9278,6,6,2
207221478@@locojoy,113,6,6,2
200711098@@locojoy,1595,6,6,2
214351572@@locojoy,6571,6,6,2
208252931@@locojoy,2834,6,6,2
200001597@@locojoy,3711,6,6,2
211534912@@locojoy,10329,6,6,2
214345776@@locojoy,544,6,6,2
211531189@@locojoy,8536,6,6,2
214346559@@locojoy,2711,6,6,2
214394478@@locojoy,9226,6,6,2
212910675@@locojoy,3868,6,6,2
213526203@@locojoy,7957,6,6,2
214398021@@locojoy,9974,6,6,2
213280365@@locojoy,3175,6,6,2
213462317@@locojoy,6823,6,6,2
201699253@@locojoy,6394,6,6,2
203085210@@locojoy,6601,6,6,2
214343316@@locojoy,2659,6,6,2
200787131@@locojoy,9715,6,6,2
212907474@@locojoy,8500,6,6,2
212350048@@locojoy,735,6,6,2
200011383@@locojoy,9469,6,6,2
213051779@@locojoy,529,6,6,2
214369743@@locojoy,8194,6,6,2
200631806@@locojoy,4575,6,6,2
214349185@@locojoy,5642,6,6,2
200170857@@locojoy,4962,6,6,2
214362001@@locojoy,7973,6,6,2
214347535@@locojoy,4137,6,6,2
214353102@@locojoy,6910,6,6,2
214351406@@locojoy,6532,6,6,2
212956980@@locojoy,6486,6,6,2
214336810@@locojoy,145,6,6,2
214348012@@locojoy,4698,6,6,2
200524669@@locojoy,3720,6,6,2
214346171@@locojoy,1661,6,6,2
214350565@@locojoy,6268,6,6,2
200193447@@locojoy,9546,6,6,2
200080615@@locojoy,9949,6,6,2
211445033@@locojoy,9394,6,6,2
214180075@@locojoy,751,6,6,2
200063823@@locojoy,10676,6,6,2
213043971@@locojoy,3966,6,6,2
214345815@@locojoy,633,6,6,2
212949903@@locojoy,1780,6,6,2
213288526@@locojoy,10221,6,6,2
204890103@@locojoy,2667,6,6,2
214351946@@locojoy,6671,6,6,2
214346781@@locojoy,3122,6,6,2
211909235@@locojoy,8530,6,6,2
214352987@@locojoy,6882,6,6,2
214398407@@locojoy,10030,6,6,2
214367828@@locojoy,8144,6,6,2
214351696@@locojoy,6602,6,6,2
213337733@@locojoy,679,6,6,2
214344504@@locojoy,2388,6,6,2
214063809@@locojoy,4375,6,6,2
213042320@@locojoy,1256,6,6,2
211150817@@locojoy,8542,6,6,2
207984121@@locojoy,1757,6,6,2
